id,siteID,year,first_ice,freezeup,unsafe_boat,safe_man,safe_veh,type_veh,remarks,,
1432,469,1943,\N,\N,\N,\N,11/8/1943,,,,
1433,469,1944,\N,\N,\N,\N,12/9/1944,,,,
1434,469,1946,\N,\N,\N,\N,11/17/1946,,,,
1435,469,1947,\N,\N,\N,\N,11/21/1947,,,,
1436,469,1948,\N,\N,\N,\N,12/9/1948,,,,
1437,469,1949,\N,\N,\N,\N,11/16/1949,,,,
1438,469,1950,\N,\N,\N,\N,12/11/1950,,,,
1439,469,1952,\N,\N,\N,\N,11/23/1952,,,,
1440,469,1953,\N,\N,\N,\N,12/9/1953,,,,
1441,469,1954,\N,\N,\N,\N,11/26/1954,,,,
1442,469,1955,\N,\N,\N,\N,12/4/1955,,,,
1443,469,1956,\N,\N,\N,\N,11/12/1956,,,,
1444,469,1958,\N,\N,\N,\N,12/5/1958,,,,
1445,469,1959,\N,\N,\N,\N,11/14/1959,,,,
1446,469,1960,\N,\N,\N,\N,11/18/1960,,,,
1447,469,1968,10/28/1968,\N,10/30/1968,12/15/1968,12/20/1968,,,,
1448,469,1969,10/24/1969,\N,11/17/1969,12/1/1969,12/10/1969,,,,
1449,469,1970,\N,\N,\N,11/24/1970,\N,,,,
1450,469,1971,10/17/1971,\N,10/15/1971,12/5/1971,12/9/1971,,,,
1451,469,1972,10/10/1972,\N,10/22/1972,11/29/1972,12/4/1972,,,,
1452,469,1973,10/15/1973,\N,10/20/1973,11/16/1973,11/20/1973,,,,
1453,469,1974,10/3/1974,\N,10/19/1974,11/30/1974,11/30/1974,snowmachine,,,
1454,469,1975,10/26/1975,\N,10/28/1975,11/7/1975,11/10/1975,snowmachine,,,
1455,469,1976,\N,\N,\N,\N,12/8/1976,,,,
1456,469,1977,10/20/1977,\N,10/26/1977,11/18/1977,11/18/1977,snowmachine,,,
1457,469,1978,10/20/1978,\N,11/4/1978,11/21/1978,11/21/1978,snowmachine,,,
1458,469,1979,11/1/1979,\N,11/2/1979,12/15/1979,12/15/1979,snowmachine,,,
1459,469,1980,11/1/1980,\N,11/2/1980,12/1/1980,12/1/1980,snowmachine,,,
1460,469,1981,10/29/1981,\N,11/2/1981,12/9/1981,12/10/1981,snowmachine,,,
1461,469,1982,10/16/1982,\N,10/20/1982,11/18/1982,11/20/1982,snowmachine,,,
1462,469,1983,10/10/1983,\N,10/19/1983,12/3/1983,12/3/1983,snowmachine,,,
1463,469,1984,\N,\N,\N,\N,11/12/1984,,,,
1464,469,1985,10/19/1985,\N,10/20/1985,11/8/1985,11/8/1985,snowmachine,,,
1465,469,1986,10/28/1986,\N,10/28/1986,11/22/1986,11/22/1986,snowmachine,,,
1466,469,1987,10/28/1987,\N,11/2/1987,12/7/1987,12/7/1987,snowmachine,,,
1467,469,1988,10/16/1988,\N,10/24/1988,11/14/1988,11/16/1988,snowmachine,,,
1468,469,1989,\N,\N,\N,\N,11/12/1989,,,,
1469,469,1990,\N,\N,\N,\N,11/12/1990,,,,
1470,469,1991,\N,\N,\N,\N,11/19/1991,,,,
1471,469,1992,10/14/1992,\N,10/15/1992,12/1/1992,12/1/1992,snowmachine,,,
1472,469,1993,11/2/1993,\N,11/5/1993,11/29/1993,11/29/1993,snowmachine,,,
1473,469,1994,10/24/1994,\N,10/28/1994,11/23/1994,11/23/1994,snowmachine,,,
1474,469,1995,10/18/1995,\N,10/28/1995,11/15/1995,11/15/1995,snowmachine,,,
1475,469,1996,10/8/1996,\N,10/14/1996,10/18/1996,10/20/1996,snowmachine,,,
1476,469,1997,10/12/1997,\N,10/14/1997,12/8/1997,12/8/1997,snowmachine,,,
1477,469,1998,10/14/1998,\N,10/14/1998,11/28/1998,11/28/1998,snowmachine,,,
1478,469,1999,10/21/1999,\N,10/21/1999,11/24/1999,11/24/1999,snowmachine,,,
1479,469,2000,10/26/2000,\N,10/27/2000,10/29/2000,10/29/2000,snowmachine,,,
1480,469,2001,10/17/2001,\N,10/19/2001,11/28/2001,11/30/2001,snowmachine,,,
1481,472,1960,10/12/1960,\N,10/12/1960,11/12/1960,11/15/1960,,,,
1482,472,1962,10/5/1962,\N,10/29/1962,\N,11/20/1962,truck,,,
1483,472,1964,10/2/1964,\N,\N,11/4/1964,11/23/1964,truck,,,
1484,472,1969,10/12/1969,\N,10/10/1969,10/30/1969,\N,,,,
1485,472,1970,10/10/1970,\N,\N,\N,11/1/1970,,,,
1486,472,1971,10/12/1971,\N,\N,11/1/1971,11/1/1971,,,,
1487,472,1972,9/30/1972,\N,10/2/1972,10/18/1972,10/25/1972,,,,
1488,472,1973,10/9/1973,\N,10/9/1973,10/20/1973,10/20/1973,,,,
1489,472,1974,10/2/1974,\N,10/1/1974,10/10/1974,10/10/1974,snowmachine,,,
1490,472,1983,10/19/1983,\N,10/11/1983,\N,\N,,,,
1491,472,1984,10/3/1984,\N,10/11/1984,12/10/1984,12/10/1984,snowmachine,,,
1492,472,1985,11/3/1985,\N,10/29/1985,11/15/1985,11/15/1985,snowmachine,,,
1493,472,1986,10/2/1986,\N,10/4/1986,11/29/1986,11/30/1986,snowmachine,,,
1494,472,1987,10/29/1987,\N,10/27/1987,11/29/1987,11/29/1987,snowmachine,,,
1495,472,1989,10/25/1989,\N,10/11/1989,10/25/1989,11/1/1989,snowmachine,,,
1496,472,1990,10/11/1990,\N,10/15/1990,11/10/1990,12/3/1990,snowmachine,,,
1497,472,1998,10/7/1998,\N,10/10/1998,\N,11/15/1998,truck,,,
1498,472,1999,10/13/1999,\N,10/17/1999,10/22/1999,11/1/1999,snowmachine,,,
1499,472,2000,10/7/2000,\N,10/5/2000,11/14/2000,12/2/2000,snowmachine,,,
1500,472,2001,10/16/2001,\N,10/16/2001,10/26/2001,10/29/2001,four wheeler,,,
1501,474,1960,10/15/1960,\N,\N,11/11/1960,11/22/1960,airplane,,,
1502,474,1961,10/12/1961,\N,\N,10/28/1961,11/7/1961,airplane,,,
1503,474,1963,10/19/1963,\N,\N,\N,\N,,,,
1504,474,1964,10/26/1964,\N,\N,10/18/1964,11/16/1964,dog team,,,
1505,474,1965,10/12/1965,\N,10/11/1965,10/21/1965,11/1/1965,,,,
1506,474,1967,10/20/1967,\N,10/19/1967,10/27/1967,11/6/1967,,,,
1507,474,1968,10/19/1968,\N,10/18/1968,10/26/1968,10/30/1968,,,,
1508,474,1969,10/30/1969,\N,10/29/1969,11/7/1969,11/10/1969,,,,
1509,474,1970,10/15/1970,\N,10/14/1970,10/27/1970,10/29/1970,,,,
1510,474,1971,10/12/1971,\N,10/12/1971,11/6/1971,11/9/1971,,,,
1511,474,1972,11/1/1972,\N,10/30/1972,11/6/1972,11/10/1972,,,,
1512,474,1973,10/15/1973,\N,10/15/1973,11/1/1973,11/4/1973,,,,
1513,474,1974,10/11/1974,\N,10/11/1974,10/20/1974,10/28/1974,truck,,,
1514,474,1980,10/26/1980,\N,10/25/1980,11/3/1980,11/5/1980,snowmachine,,,
1515,474,1982,10/13/1982,\N,10/14/1982,10/23/1982,10/28/1982,snowmachine,,,
1516,474,1983,10/19/1983,\N,10/19/1983,10/23/1983,10/28/1983,snowmachine,,,
1517,474,1984,10/22/1984,\N,10/22/1984,10/29/1984,11/4/1984,snowmachine,,,
1518,474,1985,10/20/1985,\N,10/21/1985,10/30/1985,11/2/1985,snowmachine,,,
1519,474,1986,10/16/1986,\N,10/18/1986,11/10/1986,11/18/1986,snowmachine,,,
1520,474,1987,10/29/1987,\N,10/29/1987,11/14/1987,11/18/1987,snowmachine,,,
1521,474,1990,10/21/1990,\N,10/20/1990,10/28/1990,11/10/1990,snowmachine,,,
1522,475,1962,10/5/1962,\N,\N,11/10/1962,11/20/1962,truck,,,
1523,475,1963,10/11/1963,\N,10/24/1963,10/19/1963,11/28/1963,truck,,,
1524,475,1964,11/4/1964,\N,11/9/1964,11/15/1964,11/20/1964,car,,,
1525,475,1965,10/7/1965,\N,10/8/1965,10/27/1965,11/10/1965,truck,,,
1526,475,1966,10/10/1966,\N,10/20/1966,10/25/1966,10/29/1966,,,,
1527,475,1967,10/8/1967,\N,10/1/1967,11/11/1967,11/15/1967,,,,
1528,475,1974,10/1/1974,\N,10/3/1974,10/23/1974,12/11/1974,snowmachine,,,
1529,475,1984,10/17/1984,\N,10/20/1984,10/31/1984,11/15/1984,snowmachine,,,
1530,475,1990,10/17/1990,\N,10/18/1990,11/1/1990,11/15/1990,snowmachine,,,
1531,475,1992,\N,\N,10/6/1992,10/20/1992,11/10/1992,snowmachine,,,
1532,475,1997,10/14/1997,\N,10/10/1997,11/1/1997,11/3/1997,snowmachine,,,
1533,475,1998,10/1/1998,\N,10/5/1998,11/11/1998,11/11/1998,snowmachine,,,
1534,475,1999,10/14/1999,\N,10/16/1999,11/8/1999,11/12/1999,snowmachine,,,
1535,476,1970,10/30/1970,\N,11/4/1970,11/5/1970,11/5/1970,,,,
1536,476,1971,10/8/1971,\N,10/9/1971,11/9/1971,11/9/1971,,,,
1537,476,1972,10/4/1972,\N,10/26/1972,11/6/1972,11/7/1972,,,,
1538,476,1973,10/4/1973,\N,10/14/1973,11/2/1973,11/2/1973,snowmachine,,,
1539,476,1974,10/7/1974,\N,10/7/1974,10/24/1974,10/25/1974,snowmachine,,,
1540,476,1975,10/19/1975,\N,10/19/1975,11/2/1975,11/4/1975,snowmobile,,,
1541,476,1977,10/15/1977,\N,10/16/1977,10/28/1977,10/28/1977,snowmachine,,,
1542,476,1978,10/11/1978,\N,10/12/1978,11/9/1978,11/9/1978,snowmachine,,,
1543,476,1983,10/10/1983,\N,10/10/1983,11/12/1983,11/12/1983,three wheeler,,,
1544,478,1901,\N,\N,\N,11/2/1901,\N,,,,
1545,478,1902,\N,\N,\N,10/19/1902,\N,,,,
1546,478,1903,\N,\N,\N,11/2/1903,\N,,,,
1547,478,1904,\N,\N,\N,10/23/1904,\N,,,,
1548,478,1905,\N,\N,\N,11/2/1905,\N,,,,
1549,478,1906,\N,\N,\N,10/26/1906,\N,,,,
1550,478,1907,\N,\N,\N,10/23/1907,\N,,,,
1551,478,1908,\N,\N,\N,10/16/1908,\N,,,,
1552,478,1909,\N,\N,\N,10/21/1909,\N,,,,
1553,478,1910,\N,\N,\N,11/8/1910,\N,,,,
1554,478,1911,\N,\N,\N,\N,\N,,,,
1555,478,1912,\N,\N,\N,\N,\N,,,,
1556,478,1913,\N,\N,\N,\N,\N,,,,
1557,478,1914,\N,\N,\N,11/5/1914,\N,,,,
1558,478,1915,\N,\N,\N,\N,\N,,,,
1559,478,1916,\N,\N,\N,11/4/1916,\N,,,,
1560,478,1917,\N,\N,\N,\N,\N,,,,
1561,478,1920,\N,\N,\N,10/16/1920,\N,,,,
1562,478,1921,\N,\N,\N,\N,\N,,,,
1563,478,1924,\N,\N,\N,10/24/1924,\N,,,,
1564,478,1925,\N,\N,\N,11/9/1925,\N,,,,
1565,478,1926,\N,\N,\N,11/7/1926,\N,,,,
1566,478,1927,\N,\N,\N,10/20/1927,\N,,,,
1567,478,1928,\N,\N,\N,11/6/1928,\N,,,,
1568,478,1929,\N,\N,\N,10/15/1929,\N,,,,
1569,478,1930,\N,\N,\N,10/18/1930,\N,,,,
1570,478,1931,\N,\N,\N,10/12/1931,\N,,,,
1571,478,1932,\N,\N,\N,10/15/1932,\N,,,,
1572,478,1934,\N,\N,\N,11/30/1934,\N,,,,
1573,478,1935,\N,\N,\N,11/1/1935,\N,,,,
1574,478,1936,\N,\N,\N,11/13/1936,\N,,,,
1575,478,1937,\N,\N,\N,11/15/1937,\N,,,,
1576,478,1938,\N,\N,\N,11/9/1938,\N,,,,
1577,478,1939,\N,\N,\N,10/22/1939,\N,,,,
1578,478,1940,\N,\N,\N,10/24/1940,\N,,,,
1579,478,1941,\N,\N,\N,10/25/1941,\N,,,,
1580,478,1942,\N,\N,\N,11/15/1942,\N,,,,
1581,478,1943,\N,\N,\N,11/2/1943,\N,,,,
1582,478,1944,\N,\N,\N,11/11/1944,\N,,,,
1583,478,1946,\N,\N,\N,\N,10/28/1946,,,,
1584,478,1947,\N,\N,\N,10/15/1947,11/1/1947,,,,
1585,478,1948,\N,\N,\N,10/17/1948,10/19/1948,,,,
1586,478,1949,\N,\N,\N,10/18/1949,11/7/1949,,,,
1587,478,1950,10/21/1950,\N,\N,11/1/1950,11/3/1950,,,,
1588,478,1951,10/11/1951,\N,\N,10/24/1951,10/31/1951,,,,
1589,478,1952,10/22/1952,\N,\N,11/23/1952,11/26/1952,,,,
1590,478,1954,10/17/1954,\N,\N,11/3/1954,11/5/1954,,,,
1591,478,1955,10/16/1955,\N,\N,10/28/1955,10/30/1955,,,,
1592,478,1956,10/5/1956,\N,\N,11/1/1956,11/4/1956,,,,
1593,478,1957,10/14/1957,\N,\N,11/15/1957,11/24/1957,,,,
1594,478,1958,10/20/1958,\N,\N,10/26/1958,\N,,,,
1595,478,1959,10/13/1959,\N,\N,10/24/1959,\N,,,,
1596,478,1960,10/15/1960,\N,10/12/1960,11/4/1960,11/7/1960,jeep,,,
1597,478,1961,10/14/1961,\N,10/12/1961,10/25/1961,10/28/1961,jeep,,,
1598,478,1962,10/21/1962,\N,10/7/1962,11/11/1962,\N,,,,
1599,478,1963,10/14/1963,\N,10/16/1963,11/7/1963,11/26/1963,jeep,,,
1600,478,1964,10/27/1964,\N,10/27/1964,11/6/1964,11/13/1964,,,,
1601,478,1965,10/11/1965,\N,10/14/1965,10/23/1965,10/25/1965,,,,
1602,478,1966,10/20/1966,\N,\N,11/1/1966,11/5/1966,dog team,,,
1603,478,1967,10/19/1967,\N,10/23/1967,10/29/1967,10/28/1967,,,,
1604,478,1969,10/27/1969,\N,\N,11/3/1969,11/8/1969,,,,
1605,478,1970,11/4/1970,\N,\N,11/10/1970,11/12/1970,snowmachine,,,
1606,478,1971,10/28/1971,\N,10/15/1971,10/30/1971,11/2/1971,snowmachine,,,
1607,478,1972,11/4/1972,\N,\N,11/10/1972,11/12/1972,,,,
1608,478,1973,10/28/1973,\N,\N,10/30/1973,11/2/1973,,,,
1609,478,1974,10/20/1974,\N,\N,10/28/1974,10/30/1974,snowmachine,,,
1610,478,1979,10/23/1979,\N,10/20/1979,11/22/1979,11/23/1979,snowmachine,,,
1611,478,1981,10/28/1981,\N,10/31/1981,11/4/1981,11/7/1981,snowmachine,,,
1612,480,1937,\N,\N,\N,11/18/1937,\N,,,,
1613,480,1940,\N,\N,\N,11/14/1940,\N,,,,
1614,480,1941,\N,\N,\N,11/3/1941,\N,,,,
1615,480,1942,\N,\N,\N,11/15/1942,\N,,,,
1616,480,1943,\N,\N,\N,11/6/1943,\N,,,,
1617,480,1944,\N,\N,\N,11/8/1944,\N,,,,
1618,480,1949,10/12/1949,\N,\N,11/7/1949,\N,,,,
1619,480,1950,10/12/1950,\N,\N,11/13/1950,\N,,,,
1620,480,1954,10/15/1954,\N,\N,11/16/1954,\N,,,,
1621,480,1955,10/14/1955,\N,\N,11/4/1955,11/18/1955,,,,
1622,480,1959,11/2/1959,\N,\N,11/6/1959,11/6/1959,dog team,,,
1623,480,1978,10/3/1978,\N,9/30/1978,11/8/1978,12/1/1978,snowmachine,,,
1624,480,1983,10/16/1983,\N,10/15/1983,11/5/1983,11/8/1983,snowmachine,,,
1625,485,1937,\N,\N,\N,11/20/1937,\N,,,,
1626,485,1939,\N,\N,\N,11/1/1939,\N,,,,
1627,485,1940,\N,\N,\N,11/5/1940,\N,,,,
1628,485,1942,\N,\N,\N,11/8/1942,\N,,,,
1629,485,1943,\N,\N,\N,11/2/1943,\N,,,,
1630,485,1944,\N,\N,\N,11/8/1944,\N,,,,
1631,485,1945,\N,\N,\N,11/12/1945,\N,,,,
1632,485,1949,10/23/1949,\N,\N,12/22/1949,11/13/1949,,,,
1633,485,1950,10/26/1950,\N,\N,11/4/1950,11/5/1950,,,,
1634,485,1952,10/15/1952,\N,\N,11/17/1952,11/17/1952,,,,
1635,485,1953,10/9/1953,\N,\N,11/4/1953,11/8/1953,,,,
1636,485,1954,10/21/1954,\N,\N,11/12/1954,11/13/1954,,,,
1637,485,1955,10/17/1955,\N,\N,10/31/1955,\N,,,,
1638,485,1956,10/14/1956,\N,\N,10/28/1956,10/31/1956,,,,
1639,485,1957,10/23/1957,\N,\N,11/9/1957,11/13/1957,,,,
1640,485,1958,10/19/1958,\N,\N,10/29/1958,11/4/1958,,,,
1641,485,1959,10/18/1959,\N,\N,10/31/1959,11/6/1959,dog team,,,
1642,485,1960,10/15/1960,\N,10/15/1960,\N,11/15/1960,dog team,,,
1643,485,1961,10/12/1961,\N,10/12/1961,11/6/1961,11/8/1961,dog team,,,
1644,485,1962,10/14/1962,\N,11/5/1962,11/10/1962,11/12/1962,dog team,,,
1645,485,1963,10/19/1963,\N,10/27/1963,11/3/1963,11/8/1963,dog team,,,
1646,485,1964,10/25/1964,\N,10/18/1964,11/9/1964,11/9/1964,dog team,,,
1647,485,1965,10/13/1965,\N,10/15/1965,10/29/1965,10/29/1965,,,,
1648,485,1966,10/18/1966,\N,10/19/1966,10/28/1966,10/29/1966,,,,
1649,485,1967,10/19/1967,\N,10/19/1967,11/4/1967,11/8/1967,,,,
1650,485,1968,10/20/1968,\N,\N,11/4/1968,11/7/1968,snowmachine,,,
1651,485,1969,10/30/1969,\N,10/29/1969,11/7/1969,11/12/1969,,,,
1652,485,1970,10/10/1970,\N,10/10/1970,10/28/1970,10/30/1970,,,,
1653,485,1971,10/15/1971,\N,10/21/1971,11/8/1971,11/10/1971,,,,
1654,485,1973,10/15/1973,\N,10/15/1973,11/10/1973,11/15/1973,snowmachine,,,
1655,485,1977,10/18/1977,\N,10/18/1977,\N,\N,,,,
1656,485,1979,10/27/1979,\N,10/28/1979,11/25/1979,11/26/1979,snowmachine,,,
1657,485,1980,10/26/1980,\N,10/28/1980,11/11/1980,11/14/1980,snowmachine,,,
1658,485,1983,10/19/1983,\N,10/11/1983,11/1/1983,11/4/1983,snowmachine,,,
1659,485,2001,10/20/2001,\N,10/23/2001,10/31/2001,10/31/2001,snowmachine,,,
1660,486,1996,10/9/1996,\N,10/9/1996,11/1/1996,11/15/1996,snowmachine,,,
1661,486,1997,10/12/1997,\N,10/14/1997,10/29/1997,11/3/1997,snowmachine,,,
1662,486,1998,10/10/1998,\N,10/12/1998,11/5/1998,11/10/1998,snowmachine,,,
1663,486,1999,10/12/1999,\N,10/12/1999,11/3/1999,\N,snowmachine,,,
1664,486,2000,10/8/2000,\N,10/9/2000,11/30/2000,11/30/2000,snowmachine,,,
1665,486,2001,10/15/2001,\N,10/16/2001,10/31/2001,11/9/2001,snowmachine,,,
1666,488,1925,\N,\N,\N,11/13/1925,\N,,,,
1667,488,1938,\N,\N,\N,11/9/1938,\N,,,,
1668,488,1942,\N,\N,\N,11/12/1942,\N,,,,
1669,488,1943,\N,\N,\N,11/11/1943,\N,,,,
1670,488,1955,10/20/1955,\N,\N,11/1/1955,11/4/1955,dog team,,,
1671,488,1956,10/15/1956,\N,\N,10/24/1956,\N,,,,
1672,488,1961,\N,\N,\N,11/12/1961,11/17/1961,snow tractor,,,
1673,488,1965,10/2/1965,\N,\N,10/10/1965,11/12/1965,,,,
1674,488,1967,10/17/1967,\N,\N,11/30/1967,\N,,,,
1675,488,1968,10/16/1968,\N,\N,11/1/1968,11/11/1968,,,,
1676,488,1969,10/27/1969,\N,\N,11/5/1969,11/13/1969,,,,
1677,488,1972,11/2/1972,\N,\N,11/15/1972,11/20/1972,,,,
1678,488,1975,11/7/1975,\N,\N,11/11/1975,11/17/1975,snowmachine,,,
1679,488,1977,10/18/1977,\N,\N,10/20/1977,11/3/1977,snowmachine,,,
1680,488,1978,10/16/1978,\N,\N,11/6/1978,11/9/1978,snowmachine,,,
1681,490,1901,\N,\N,\N,11/8/1901,\N,,,,
1682,490,1902,\N,\N,\N,11/9/1902,\N,,,,
1683,490,1903,\N,\N,\N,10/24/1903,\N,,,,
1684,490,1904,\N,\N,\N,11/11/1904,\N,,,,
1685,490,1905,\N,\N,\N,10/29/1905,\N,,,,
1686,490,1906,\N,\N,\N,11/10/1906,\N,,,,
1687,490,1907,\N,\N,\N,11/2/1907,\N,,,,
1688,490,1908,\N,\N,\N,10/29/1908,\N,,,,
1689,490,1909,\N,\N,\N,11/6/1909,\N,,,,
1690,490,1910,\N,\N,\N,11/6/1910,\N,,,,
1691,490,1911,\N,\N,\N,11/7/1911,\N,,,,
1692,490,1912,\N,\N,\N,11/7/1912,\N,,,,
1693,490,1914,\N,\N,\N,11/12/1914,\N,,,,
1694,490,1916,\N,\N,\N,11/7/1916,\N,,,,
1695,490,1919,\N,\N,\N,11/9/1919,\N,,,,
1696,490,1920,\N,\N,\N,10/16/1920,\N,,,,
1697,490,1921,\N,\N,\N,11/6/1921,\N,,,,
1698,490,1922,\N,\N,\N,11/11/1922,\N,,,,
1699,490,1923,\N,\N,\N,11/20/1923,\N,,,,
1700,490,1924,\N,\N,\N,11/11/1924,\N,,,,
1701,490,1925,\N,\N,\N,11/11/1925,\N,,,,
1702,490,1926,\N,\N,\N,11/22/1926,\N,,,,
1703,490,1927,\N,\N,\N,11/4/1927,\N,,,,
1704,490,1928,\N,\N,\N,11/14/1928,\N,,,,
1705,490,1929,\N,\N,\N,10/17/1929,\N,,,,
1706,490,1930,\N,\N,\N,10/13/1930,\N,,,,
1707,490,1943,\N,\N,\N,11/6/1943,\N,,,,
1708,490,1944,\N,\N,\N,11/12/1944,\N,,,,
1709,490,1945,\N,\N,\N,11/23/1945,\N,,,,
1710,490,1946,\N,\N,\N,11/3/1946,\N,,,,
1711,490,1947,10/12/1947,\N,\N,11/14/1947,\N,,,,
1712,490,1948,10/13/1948,\N,\N,11/6/1948,\N,,,,
1713,490,1949,10/15/1949,\N,\N,11/21/1949,\N,,,,
1714,490,1950,10/10/1950,\N,\N,11/6/1950,11/5/1950,,,,
1715,490,1951,10/7/1951,\N,\N,10/28/1951,11/1/1951,,,,
1716,490,1952,11/5/1952,\N,\N,11/22/1952,\N,,,,
1717,490,1953,10/5/1953,\N,\N,11/15/1953,\N,,,,
1718,490,1954,10/13/1954,\N,\N,11/15/1954,11/20/1954,,,,
1719,490,1955,10/13/1955,\N,\N,11/7/1955,11/14/1955,,,,
1720,490,1956,10/10/1956,\N,\N,10/26/1956,\N,,,,
1721,490,1958,10/5/1958,\N,\N,10/28/1958,11/1/1958,,,,
1722,490,1959,10/11/1959,\N,\N,11/4/1959,11/4/1959,dog team,,,
1723,490,1963,10/18/1963,\N,10/18/1963,11/10/1963,12/2/1963,plane,,,
1724,490,1965,10/4/1965,\N,10/4/1965,11/3/1965,11/4/1965,,,,
1725,490,1966,10/17/1966,\N,10/17/1966,11/2/1966,11/2/1966,,,,
1726,490,1974,10/2/1974,\N,10/4/1974,10/31/1974,10/31/1974,snowmachine,,,
1727,490,1975,10/13/1975,\N,10/13/1975,11/7/1975,11/7/1975,snowmachine,,,
1728,490,1976,10/2/1976,\N,10/4/1976,10/31/1976,10/31/1976,snowmachine,,,
1729,490,1977,10/13/1977,\N,10/14/1977,11/12/1977,11/14/1977,snowmachine,,,
1730,490,1979,11/5/1979,\N,11/15/1979,11/25/1979,11/25/1979,snowmachine,,,
1731,490,1981,10/20/1981,\N,10/23/1981,12/3/1981,12/3/1981,snowmachine,,,
1732,491,1911,\N,\N,\N,11/9/1911,\N,,,,
1733,491,1921,\N,\N,\N,11/2/1921,\N,,,,
1734,491,1935,\N,\N,\N,11/15/1935,\N,,,,
1735,491,1936,\N,\N,\N,11/13/1936,\N,,,,
1736,491,1937,\N,\N,\N,11/18/1937,\N,,,,
1737,491,1938,\N,\N,\N,11/12/1938,\N,,,,
1738,491,1940,\N,\N,\N,11/6/1940,\N,,,,
1739,491,1941,\N,\N,\N,10/30/1941,\N,,,,
1740,491,1943,\N,\N,\N,11/1/1943,\N,,,,
1741,491,1954,10/11/1954,\N,\N,11/13/1954,11/14/1954,plane\,,,
1742,491,1955,10/7/1955,\N,\N,10/29/1955,11/13/1955,,,,
1743,491,1956,10/4/1956,\N,\N,10/25/1956,11/1/1956,,,,
1744,491,1960,10/10/1960,\N,\N,11/13/1960,11/26/1960,truck,,,
1745,491,1961,10/8/1961,\N,\N,10/30/1961,11/6/1961,jeep,,,
1746,491,1962,10/17/1962,\N,\N,11/12/1962,11/15/1962,,,,
1747,491,1964,10/20/1964,\N,\N,11/14/1964,11/14/1964,plane,,,
1748,491,1966,10/16/1966,\N,\N,11/20/1966,\N,,,,
1749,491,1972,10/4/1972,\N,10/7/1972,11/12/1972,11/18/1972,,,,
1750,491,1973,10/12/1973,\N,10/15/1973,11/6/1973,11/6/1973,,,,
1751,491,1974,10/6/1974,\N,10/4/1974,10/28/1974,10/31/1974,snowmachine,,,
1752,491,1975,10/12/1975,\N,10/2/1975,11/2/1975,11/7/1975,snowmachine,,,
1753,491,1977,10/13/1977,\N,10/15/1977,11/6/1977,11/10/1977,snowmachine,,,
1754,491,1978,10/3/1978,\N,10/6/1978,10/30/1978,10/31/1978,snowmachine,,,
1755,491,1979,10/22/1979,\N,10/23/1979,11/22/1979,11/23/1979,snowmachine,,,
1756,491,1981,10/21/1981,\N,10/20/1981,11/10/1981,11/12/1981,snowmachine,,,
1757,491,1982,10/6/1982,\N,10/9/1982,10/31/1982,10/31/1982,snowmachine,,,
1758,491,1983,10/13/1983,\N,10/16/1983,10/28/1983,11/1/1983,snowmachine,,,
1759,491,1984,10/18/1984,\N,10/19/1984,11/7/1984,11/10/1984,snowmachine,,,
1760,491,1985,10/18/1985,\N,10/20/1985,11/4/1985,11/10/1985,snowmachine,,,
1761,491,1987,10/20/1987,\N,10/25/1987,11/23/1987,11/24/1987,snowmachine\,,,
1762,491,1988,10/10/1988,\N,10/11/1988,\N,\N,snowmachine,,,
1763,491,1989,10/12/1989,\N,10/10/1989,11/12/1989,11/12/1989,snowmachine\,,,
1764,491,1990,10/13/1990,\N,10/13/1990,10/31/1990,10/31/1990,snowmachine,,,
1765,491,1992,9/24/1992,\N,9/25/1992,10/24/1992,10/24/1992,snowmachine,,,
1766,491,1993,10/21/1993,\N,10/21/1993,10/21/1993,11/23/1993,snowmachine,,,
1767,491,1994,10/14/1994,\N,10/12/1994,11/16/1994,11/16/1994,snowmachine,,,
1768,491,1997,10/14/1997,\N,10/18/1997,11/1/1997,11/1/1997,snowmachine,,,
1769,491,1998,10/6/1998,\N,10/12/1998,11/27/1998,11/27/1998,snowmachine,,,
1770,491,1999,10/14/1999,\N,10/16/1999,11/14/1999,11/14/1999,snowmachine,,,
1771,491,2000,10/2/2000,\N,10/10/2000,12/3/2000,12/3/2000,snowmachine,,,
1772,491,2001,10/12/2001,\N,10/15/2001,11/11/2001,11/11/2001,snowmachine,,,
1773,491,2002,10/15/2002,\N,10/20/2002,12/17/2002,12/17/2002,snowmachine,,,
1774,492,1928,\N,\N,\N,10/21/1928,\N,,,,
1775,492,1937,\N,\N,\N,11/15/1937,\N,,,,
1776,492,1938,\N,\N,\N,11/6/1938,\N,,,,
1777,492,1939,\N,\N,\N,11/1/1939,\N,,,,
1778,492,1940,\N,\N,\N,11/12/1940,\N,,,,
1779,492,1941,\N,\N,\N,11/4/1941,\N,,,,
1780,492,1942,\N,\N,\N,11/12/1942,\N,,,,
1781,492,1943,\N,\N,\N,11/11/1943,\N,,,,
1782,492,1944,\N,\N,\N,11/8/1944,\N,,,,
1783,492,1954,10/19/1954,\N,\N,11/14/1954,11/18/1954,,,,
1784,492,1955,10/16/1955,\N,\N,10/31/1955,11/9/1955,,,,
1785,492,1959,10/16/1959,\N,\N,10/25/1959,11/11/1959,plane,,,
1786,492,1960,10/15/1960,\N,10/15/1960,11/12/1960,11/27/1960,plane,,,
1787,492,1966,10/16/1966,\N,\N,11/15/1966,\N,,,,
